generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
5580000,Olyras,Hyposcada,63.1382,0.365274,-0.0985177,0.0156876,0
5580000,Calinaga,NA,79.6804,0.322263,-0.109643,0.367347,0
5580000,Lyela,Steroma,42.2514,0.397395,-0.0648082,0.00429387,0
5600000,Libythea,Olyras,0,0.147897,-0.0181601,0.0114374,0
5600000,Olyras,Mechanitis,58.3838,0.430087,-0.0806165,0.00368075,0
5600000,Lyela,Narope,31.1473,0.603069,-0.0608343,0.0028418,0
5620000,Libythea,Olyras,0,0.152174,-0.0170392,0.000199316,0
5620000,Olyras,Mechanitis,61.6978,0.753076,-0.148554,0.00939846,0
5620000,Eresia,NA,87.7872,0.0611252,0.102538,0.269519,0
5620000,Lyela,Narope,33.3368,0.551633,-0.0658628,0.00261024,0
5640000,Libythea,Olyras,0,0.231032,-0.0240328,0.00250155,0
5640000,Olyras,Hyposcada,62.0813,0.40375,-0.0937143,0.0120449,0
5640000,Ethope,Penthema,68.0113,0.278009,-0.0464545,0.0470582,0
5640000,Lyela,Steroma,42.2822,0.337699,-0.0617625,0.000193374,0
5660000,Libythea,Olyras,0,0.254752,-0.0263874,0.00012235,0
5660000,Olyras,Mechanitis,58.7841,0.562264,-0.0935642,0.0173681,0
5660000,Lyela,Steroma,41.5774,0.366505,-0.0696668,0.00379206,0
5680000,Libythea,Olyras,0,0.22925,-0.0246554,0.000205799,0
5680000,Olyras,Hyposcada,61.8228,0.417547,-0.0881362,0.020964,0
5680000,Lyela,Steroma,41.3013,0.627091,-0.0797476,0.001779,0
5700000,Libythea,Olyras,0,0.239328,-0.0250111,0.00289428,0
5700000,Olyras,Mechanitis,60.5294,0.679748,-0.110586,0.00436142,0
5700000,Lyela,Steroma,36.8835,0.451481,-0.0639646,0.00180375,0
5700000,Enodia,NA,88.9754,0.170131,-0.0919133,0.015261,0
5720000,Libythea,Olyras,0,0.259894,-0.0273535,0.00146213,0
5720000,Olyras,Mechanitis,61.4418,0.430351,-0.088623,0.0183955,0
5720000,Lyela,Steroma,41.8411,0.428939,-0.0686956,0.000967844,0
5740000,Libythea,Olyras,0,0.224742,-0.0240515,0.00498135,0
5740000,Olyras,Hyposcada,61.9931,0.474529,-0.0971206,0.0039448,0
5740000,Lyela,Steroma,39.1001,0.486791,-0.0741863,0.000713376,0
5760000,Libythea,Olyras,0,0.220996,-0.0248921,0.00302473,0
5760000,Olyras,Hyposcada,63.1525,1.08769,-0.172983,0.0113918,0
5760000,Lyela,Narope,30.7494,0.599589,-0.0608405,0.00309587,0
5780000,Libythea,Olyras,0,0.130377,-0.0172665,0.00206106,0
5780000,Olyras,Mechanitis,60.7664,0.516992,-0.0930092,0.024142,0
5780000,Batesia,Panacea,78.6322,0.0331456,-0.00336003,0.0219511,0
5780000,Lyela,Narope,29.4695,0.440032,-0.0527404,0.00113486,0
5800000,Libythea,Olyras,0,0.128499,-0.017722,0.000704282,0
5800000,Olyras,Mechanitis,60.7589,0.567648,-0.0951525,0.034115,0
5800000,Lyela,Narope,32.0881,0.592767,-0.0645068,0.000773062,0
5820000,Libythea,Olyras,0,0.182292,-0.0209216,0.00500527,0
5820000,Olyras,Mechanitis,59.2929,0.458269,-0.0862971,0.00531562,0
5820000,Neptis,NA,86.2245,0.140823,-0.39079,0.321219,0
5820000,Lyela,Narope,29.589,0.541744,-0.0548416,0.00172583,0
5840000,Libythea,Olyras,0,0.243536,-0.028239,0.000359441,0
5840000,Olyras,Mechanitis,61.6267,0.733031,-0.107267,0.0453177,0
5840000,Lyela,Narope,33.7292,0.503533,-0.0633372,0.000252593,0
5860000,Libythea,Olyras,0,0.307637,-0.0291875,7.15837e-05,0
5860000,Olyras,Mechanitis,58.2717,0.758986,-0.101039,0.00808696,0
5860000,Lyela,Steroma,41.2615,0.383024,-0.0672103,3.88726e-05,0
5880000,Libythea,Olyras,0,0.19434,-0.0236562,0.000121822,0
5880000,Olyras,Mechanitis,58.8051,0.337971,-0.0813929,0.000317112,0
5880000,Lyela,Narope,30.3365,0.565671,-0.0604913,0.00109684,0
5900000,Libythea,Olyras,0,0.264005,-0.0254321,0.000874957,0
5900000,Olyras,Mechanitis,61.0125,0.659276,-0.0923108,0.0693037,0
5900000,Lyela,Steroma,42.0548,0.37805,-0.0600026,0.0114101,0
5920000,Libythea,Olyras,0,0.14956,-0.0189765,0.00277686,0
5920000,Olyras,Mechanitis,61.3159,0.525597,-0.117582,0.0138808,0
5920000,Lyela,Narope,33.5445,0.355242,-0.0535179,0.000391483,0
5940000,Libythea,Olyras,0,0.144394,-0.0169536,0.000341213,0
5940000,Olyras,Mechanitis,60.0751,0.496185,-0.0877443,0.0160495,0
5940000,Lyela,Narope,33.594,0.505485,-0.0606903,0.00428281,0
5960000,Libythea,Olyras,0,0.217151,-0.0238988,0.0047411,0
5960000,Olyras,Mechanitis,58.066,0.428866,-0.0872219,0.000757221,0
5960000,Sevenia,NA,84.4044,0.421332,-0.129569,0.4402,0
5960000,Lyela,Narope,28.7258,0.660175,-0.0597941,0.00628603,0
5980000,Libythea,Olyras,0,0.230331,-0.0272675,0.000395535,0
5980000,Olyras,Mechanitis,61.5127,0.456654,-0.0897463,0.0362805,0
5980000,Lyela,Steroma,42.1142,0.58171,-0.0783493,0.00548845,0
6000000,Libythea,Olyras,0,0.212329,-0.0239283,0.000560018,0
6000000,Hyposcada,Epityches,67.3023,0.80491,-0.159502,0.00315401,0
6000000,Prepona,NA,83.8429,0.00918339,-0.0216314,0.263529,0
6000000,Lyela,Steroma,40.2256,0.485413,-0.075127,0.00414815,0
6020000,Libythea,Olyras,0,0.194312,-0.0208789,0.00329883,0
6020000,Olyras,Mechanitis,61.0993,0.501047,-0.0845707,0.0429844,0
6020000,Lyela,Narope,26.4202,0.453791,-0.0525657,0.000854962,0
6040000,Libythea,Olyras,0,0.202036,-0.0238034,0.000366668,0
6040000,Hyposcada,Epityches,67.5654,0.306045,-0.101334,0.0114369,0
6040000,Lyela,Narope,33.525,0.577724,-0.0629172,0.00924653,0
6060000,Libythea,Olyras,0,0.29378,-0.0283677,8.08904e-05,0
6060000,Libythea,Libytheana,30.9481,0.0711203,0.122335,0.277728,0
6060000,Olyras,Hyposcada,62.7192,0.511186,-0.110057,0.000576538,0
6060000,Lyela,Steroma,41.5278,0.315881,-0.0615937,0.00118253,0
6080000,Libythea,Olyras,0,0.219369,-0.0263449,0.000451641,0
6080000,Olyras,Mechanitis,61.4698,0.530959,-0.113375,0.0117232,0
6080000,Lyela,Steroma,41.0362,0.699142,-0.0818805,0.00739027,0
6100000,Libythea,Olyras,0,0.269889,-0.0274389,0.000565691,0
6100000,Olyras,Thyridia,50.1013,0.542822,-0.0690212,0.0010817,0
6100000,Lyela,Steroma,38.6033,0.401898,-0.0620694,0.00317878,0
6120000,Libythea,Olyras,0,0.150278,-0.0187494,0.00252802,0
6120000,Hyposcada,Epityches,68.2464,0.928792,-0.160115,0.0248078,0
6120000,Olyras,Mechanitis,58.206,0.286553,-0.0724154,0.0226909,0
6120000,Lyela,Narope,30.8938,0.556767,-0.0621061,0.000983063,0
6140000,Libythea,Olyras,0,0.162857,-0.0193607,0.000293207,0
6140000,Olyras,Mechanitis,61.6026,0.61954,-0.136192,0.00453386,0
6140000,Lyela,Steroma,39.0828,0.618946,-0.0701733,0.00712009,0
6160000,Libythea,Olyras,0,0.146769,-0.0180868,0.00476221,0
6160000,Olyras,Mechanitis,61.6063,0.666585,-0.126197,0.0161282,0
6160000,Lyela,Narope,33.6217,0.489409,-0.0602462,3.59547e-05,0
6180000,Libythea,Olyras,0,0.149244,-0.0173582,0.00178608,0
6180000,Olyras,Mechanitis,60.4302,0.599831,-0.0911403,0.00623915,0
6180000,Lyela,Narope,30.4367,0.60586,-0.0622533,0.00233862,0
6200000,Libythea,Olyras,0,0.290401,-0.0291942,0.00168234,0
6200000,Libythea,Libytheana,1.92521,0.0373422,0.221707,0.108767,0
6200000,Olyras,Mechanitis,61.5637,0.610424,-0.11971,0.00918416,0
6200000,Lyela,Steroma,41.1988,0.340265,-0.0555335,0.00282045,0
6220000,Libythea,Olyras,0,0.305918,-0.0291062,0.00170609,0
6220000,Libythea,Libytheana,5.57892,0.0482573,-0.000295174,0.073647,0
6220000,Olyras,Hyposcada,63.3521,0.454109,-0.100313,0.0109054,0
6220000,Lyela,Steroma,34.3951,0.752151,-0.0705113,0.00754378,0
6240000,Libythea,Olyras,0,0.346376,-0.0324139,0.000465435,0
6240000,Olyras,Mechanitis,57.3072,0.444994,-0.064023,0.0425302,0
6240000,Lyela,Steroma,39.0951,0.422181,-0.0568127,0.012134,0
6260000,Libythea,Olyras,0,0.210485,-0.0232762,0.00152519,0
6260000,Olyras,Mechanitis,61.6849,0.586876,-0.120125,0.00741578,0
6260000,Lyela,Steroma,41.5085,0.40649,-0.0692914,0.00650306,0
6280000,Libythea,Olyras,0,0.230358,-0.0256298,0.000824283,0
6280000,Libythea,NA,69.9698,0.167606,-0.0469206,0.359848,0
6280000,Olyras,Mechanitis,60.9779,0.757328,-0.113724,0.0543473,0
6280000,Lyela,Steroma,41.9348,0.509589,-0.0831398,0.00529844,0
6300000,Libythea,Olyras,0,0.218456,-0.0237857,0.00110925,0
6300000,Olyras,Mechanitis,60.9098,0.43179,-0.0910337,0.000169992,0
6300000,Lyela,Steroma,38.0803,0.597776,-0.0769427,0.00146309,0
6320000,Libythea,Olyras,0,0.231004,-0.0255582,0.000210072,0
6320000,Olyras,Mechanitis,61.562,0.683747,-0.111087,0.00483127,0
6320000,Lyela,Steroma,39.8049,0.334762,-0.0567731,0.0120954,0
6340000,Libythea,Olyras,0,0.172301,-0.0209203,0.000437458,0
6340000,Olyras,Mechanitis,57.8861,0.780462,-0.103627,0.0170901,0
6340000,Lyela,Narope,33.0542,0.416952,-0.0560514,0.00274572,0
6360000,Libythea,Olyras,0,0.237052,-0.0265131,0.000166647,0
6360000,Olyras,Mechanitis,59.8617,0.277983,-0.0580836,0.0154617,0
6360000,Lyela,Steroma,39.4324,0.397018,-0.0630954,0.00200782,0
6380000,Libythea,Olyras,0,0.234392,-0.0260188,0.000196464,0
6380000,Olyras,Mechanitis,61.1964,0.445439,-0.0928346,0.0148529,0
6380000,Lyela,Steroma,41.02,0.503975,-0.0690352,0.00906393,0
6400000,Libythea,Olyras,0,0.207083,-0.0240413,0.00726529,0
6400000,Olyras,Mechanitis,61.5467,0.862786,-0.135342,0.0191531,0
6400000,Lyela,Narope,28.7595,0.427837,-0.0501119,0.00556061,0
6420000,Libythea,Olyras,0,0.211391,-0.0241592,0.000123306,0
6420000,Hyposcada,Epityches,67.6031,0.534564,-0.125965,0.0149624,0
6420000,Lyela,Steroma,42.1027,0.407102,-0.0721666,0.00409014,0
6440000,Libythea,Olyras,0,0.324741,-0.0314169,8.93212e-05,0
6440000,Olyras,Mechanitis,61.6996,0.369186,-0.0816727,0.0151794,0
6440000,Lyela,Steroma,40.5058,0.527698,-0.0696437,0.020997,0
6460000,Libythea,Olyras,0,0.252635,-0.0256616,0.000190958,0
6460000,Olyras,Hyposcada,62.6575,0.683014,-0.108014,0.0211838,0
6460000,Anartia,NA,80.6527,0.230416,-0.0321733,0.189961,0
6460000,Lyela,Steroma,41.0309,0.323095,-0.0545133,0.000919816,0
6480000,Libythea,Olyras,0,0.26932,-0.0286945,0.00177189,0
6480000,Olyras,Mechanitis,60.4694,0.656232,-0.109817,0.0054271,0
6480000,Lyela,Steroma,41.4567,0.276164,-0.0516464,0.00541755,0
6500000,Libythea,Olyras,0,0.17863,-0.0209315,0.00309911,0
6500000,Olyras,Hyposcada,62.342,0.559637,-0.114931,0.019649,0
6500000,Lyela,Narope,27.0387,0.418166,-0.0460834,0.00325572,0
6520000,Libythea,Olyras,0,0.234359,-0.023441,0.00421411,0
6520000,Hyposcada,Epityches,69.0391,0.643472,-0.141785,0.0172264,0
6520000,Lyela,Narope,31.3395,0.450925,-0.0535006,0.00113754,0
6540000,Libythea,Olyras,0,0.182221,-0.0209914,0.00333615,0
6540000,Olyras,Mechanitis,61.0869,0.646205,-0.114653,0.0334106,0
6540000,Amnosia,NA,84.3854,0.105914,-0.239083,0.162353,0
6540000,Lyela,Steroma,41.9622,0.380445,-0.0647454,0.00793887,0
6560000,Libythea,Olyras,0,0.19565,-0.023797,9.54632e-05,0
6560000,Hyposcada,Epityches,69.2549,0.539307,-0.118779,0.0233844,0
6560000,Manataria,NA,71.7421,0.31532,-0.024468,0.245512,0
6560000,Lyela,Narope,31.3893,0.50541,-0.0596888,0.00256913,0
6580000,Libythea,Olyras,0,0.151986,-0.0176008,0.00820754,0
6580000,Olyras,Hyposcada,62.2545,0.365268,-0.083287,0.0190678,0
6580000,Lyela,Narope,33.0892,0.327464,-0.0497642,0.00115402,0
6600000,Libythea,Olyras,0,0.261396,-0.0257405,0.00119928,0
6600000,Hyposcada,Epityches,68.6229,0.396292,-0.125819,0.0127837,0
6600000,Lyela,Steroma,37.9849,0.556296,-0.0657288,0.00199404,0
6620000,Libythea,Olyras,0,0.287087,-0.026805,0.0024509,0
6620000,Olyras,Hyposcada,62.1997,0.662008,-0.130309,0.00930145,0
6620000,Lyela,Narope,32.8468,0.520782,-0.0615859,0.0057548,0
6640000,Libythea,Olyras,0,0.208554,-0.023764,0.00174332,0
6640000,Olyras,Mechanitis,59.6299,0.646707,-0.117298,0.000279342,0
6640000,Lyela,Steroma,42.2287,0.488631,-0.0783741,0.000562247,0
6660000,Libythea,Olyras,0,0.208908,-0.0236972,0.000197785,0
6660000,Olyras,Mechanitis,58.4006,0.610747,-0.108741,0.0226298,0
6660000,Lyela,Steroma,34.53,0.436736,-0.0585103,0.00161066,0
6680000,Libythea,Olyras,0,0.302056,-0.0295155,0.000751052,0
6680000,Olyras,Mechanitis,60.7846,0.48393,-0.106017,0.000849174,0
6680000,Lyela,Narope,32.9324,0.415277,-0.0560105,0.00117534,0
6700000,Libythea,Olyras,0,0.281286,-0.0267396,3.82843e-05,0
6700000,Olyras,Mechanitis,61.3834,0.530973,-0.114556,0.00786591,0
6700000,Lyela,Steroma,41.6145,0.478877,-0.0757849,0.000171778,0
6720000,Libythea,Olyras,0,0.255627,-0.0256732,0.00798933,0
6720000,Olyras,Mechanitis,58.6743,0.496183,-0.0934662,0.00128759,0
6720000,Lyela,Steroma,40.5123,0.588462,-0.0741282,0.000294415,0
6740000,Libythea,Olyras,0,0.25342,-0.0270301,0.00109844,0
6740000,Olyras,Mechanitis,58.1733,0.263937,-0.0813863,0.00869506,0
6740000,Lyela,Steroma,42.0634,0.38085,-0.0655355,0.0030812,0
6760000,Libythea,Olyras,0,0.364328,-0.0330423,0.00137064,0
6760000,Olyras,Hyposcada,63.0929,0.540126,-0.101516,0.0245639,0
6760000,Lyela,Narope,32.7266,0.559734,-0.0648934,0.00242419,0
6780000,Libythea,Olyras,0,0.265802,-0.0257111,0.00282715,0
6780000,Olyras,Mechanitis,59.6483,0.491768,-0.0911534,0.00512051,0
6780000,Lyela,Steroma,40.6189,0.374295,-0.0587932,0.00261092,0
6800000,Libythea,Olyras,0,0.192429,-0.0228988,0.00154808,0
6800000,Olyras,Mechanitis,61.5271,0.679882,-0.134161,0.00712906,0
6800000,Lyela,Steroma,40.6976,0.388779,-0.0599652,0.012715,0
6800000,Faunis,NA,91.5265,0.525452,-0.096742,0.0025722,0
6820000,Libythea,Olyras,0,0.260966,-0.0270226,0.00299356,0
6820000,Olyras,Mechanitis,61.2708,0.596447,-0.102071,0.0343473,0
6820000,Parataygetis,NA,90.9778,0.123489,-0.308116,0.120831,0
6820000,Lyela,Steroma,38.8002,0.469108,-0.0613796,0.00532328,0
6840000,Libythea,Olyras,0,0.220591,-0.0224665,0.00160071,0
6840000,Olyras,Mechanitis,61.3531,0.338288,-0.0764663,0.0011599,0
6840000,Lyela,Narope,31.4304,0.406516,-0.0522967,0.00548384,0
6860000,Libythea,Olyras,0,0.238377,-0.0243572,0.00165539,0
6860000,Olyras,Mechanitis,59.3618,0.816736,-0.124808,0.00104538,0
6860000,Lyela,Narope,30.6494,0.530525,-0.0578909,0.00200729,0
6880000,Libythea,Olyras,0,0.250448,-0.0255567,0.00290918,0
6880000,Olyras,Mechanitis,59.591,0.445417,-0.087215,0.00666902,0
6880000,Lyela,Steroma,41.7219,0.544986,-0.0732631,0.00367947,0
6900000,Libythea,Olyras,0,0.352406,-0.0295414,0.00365641,0
6900000,Olyras,Hyposcada,62.327,0.944096,-0.139482,0.0450688,0
6900000,Lyela,Steroma,41.0846,0.498031,-0.0709555,2.12118e-05,0
6920000,Libythea,Olyras,0,0.239951,-0.0248062,0.000428991,0
6920000,Hyposcada,Epityches,68.5444,0.336179,-0.108293,0.0002825,0
6920000,Lyela,Steroma,38.0286,0.440582,-0.0655774,0.0106938,0
6940000,Libythea,Olyras,0,0.187515,-0.0210356,0.00244437,0
6940000,Olyras,Mechanitis,60.877,0.547288,-0.0895966,0.0373335,0
6940000,Lyela,Narope,33.2986,0.453813,-0.0589232,0.00116855,0
6960000,Libythea,Olyras,0,0.212193,-0.0229226,0.0033797,0
6960000,Olyras,Hyposcada,62.4256,0.758373,-0.15305,0.00579622,0
6960000,Lyela,Steroma,39.3156,0.839125,-0.0822053,0.00736007,0
6980000,Libythea,Olyras,0,0.168838,-0.0198793,0.00170418,0
6980000,Olyras,Mechanitis,61.1154,0.553991,-0.0908008,0.00243685,0
6980000,Brenthis,NA,93.5567,0.625037,0.019431,0.0910319,0
6980000,Lyela,Steroma,41.3154,0.419217,-0.0653594,0.00401554,0
7000000,Libythea,Olyras,0,0.227186,-0.0250216,0.000381397,0
7000000,Olyras,Mechanitis,61.7444,0.555755,-0.126395,0.0161042,0
7000000,Lyela,Narope,27.1726,0.653623,-0.0557465,0.00286538,0
7020000,Libythea,Olyras,0,0.231551,-0.0246966,0.00196579,0
7020000,Hyposcada,Epityches,68.5669,0.409468,-0.108066,0.0148468,0
7020000,Ragadia,NA,93.0481,0.493196,0.120029,0.57813,0
7020000,Amnosia,NA,48.4784,0.127313,-0.0766906,0.118257,0
7020000,Lyela,Narope,33.544,0.440233,-0.0564768,0.00219732,0
7040000,Libythea,Olyras,0,0.238264,-0.0266729,0.00286143,0
7040000,Olyras,Mechanitis,61.6733,0.688099,-0.122536,0.0278231,0
7040000,Lasiommata,NA,85.4055,0.0337187,-0.0378202,0.136267,0
7040000,Lyela,Narope,26.0586,0.576257,-0.0520617,0.000187735,0
7060000,Libythea,Olyras,0,0.195303,-0.0220058,3.1583e-07,0
7060000,Olyras,Mechanitis,61.7387,0.540704,-0.101292,0.0162564,0
7060000,Libythea,NA,70.7888,0.0194126,0.0922786,0.210196,0
7060000,Narope,NA,75.8823,0.139471,-0.0749658,0.388329,0
7060000,Lyela,Narope,33.1243,0.421061,-0.0551604,0.00340912,0
7080000,Libythea,Olyras,0,0.218801,-0.0240748,9.90739e-05,0
7080000,Olyras,Mechanitis,60.9508,0.491965,-0.103737,0.00115954,0
7080000,Lyela,Narope,33.4542,0.429866,-0.0570501,0.000629664,0
7100000,Libythea,Olyras,0,0.187846,-0.0205476,0.00201873,0
7100000,Olyras,Hyposcada,63.2125,0.628577,-0.117707,0.00172583,0
7100000,Lyela,Narope,32.7974,0.448308,-0.0534447,0.00253387,0
7120000,Libythea,Olyras,0,0.255799,-0.0248989,0.000778055,0
7120000,Olyras,Mechanitis,60.2379,0.740392,-0.113693,0.00706843,0
7120000,Lyela,Steroma,41.7526,0.488354,-0.0757959,0.00309441,0
7140000,Libythea,Olyras,0,0.277374,-0.0262827,0.00102459,0
7140000,Olyras,Mechanitis,60.5394,0.35807,-0.0872475,0.00587152,0
7140000,Lyela,Steroma,40.1317,0.353794,-0.06047,0.00780568,0
7160000,Libythea,Olyras,0,0.195403,-0.0229923,0.000390617,0
7160000,Olyras,Mechanitis,60.0975,0.347218,-0.0962347,0.00167217,0
7160000,Lyela,Steroma,41.3589,0.465421,-0.0668693,0.00842904,0
7180000,Libythea,Olyras,0,0.187906,-0.0243197,0.00219967,0
7180000,Olyras,Mechanitis,61.0754,0.588807,-0.116808,0.00378715,0
7180000,Elymnias,NA,84.309,0.108563,-0.0117905,0.230976,0
7180000,Lyela,Narope,31.1196,0.5392,-0.0586513,0.00103692,0
7200000,Libythea,Olyras,0,0.147211,-0.0186488,6.20634e-05,0
7200000,Olyras,Mechanitis,61.2275,0.627329,-0.0976817,0.0247687,0
7200000,Elymnias,NA,53.65,0.195469,-0.125989,0.048073,0
7200000,Lyela,Narope,32.6692,0.439146,-0.0542988,0.00486849,0
7220000,Libythea,Olyras,0,0.255996,-0.0249163,0.000605746,0
7220000,Olyras,Mechanitis,61.4909,0.44326,-0.0853792,0.0405823,0
7220000,Lyela,Steroma,39.6053,0.493442,-0.0664408,0.00190578,0
7240000,Libythea,Olyras,0,0.211828,-0.0227373,0.00509223,0
7240000,Olyras,Mechanitis,60.8444,0.367903,-0.0905867,0.00046775,0
7240000,Lyela,Narope,33.3302,0.260601,-0.0448786,0.00557458,0
7260000,Libythea,Olyras,0,0.190492,-0.0224793,0.000530162,0
7260000,Libythea,Libytheana,11.7525,0.0112975,0.0544891,0.104282,0
7260000,Olyras,Mechanitis,59.5068,0.553664,-0.0930465,0.0155816,0
7260000,Lyela,Narope,32.3986,0.623308,-0.0624799,0.00541776,0
7280000,Libythea,Olyras,0,0.154181,-0.0188666,0.00323616,0
7280000,Olyras,Mechanitis,60.0403,0.79272,-0.131073,0.00637571,0
7280000,Lyela,Narope,33.3149,0.668357,-0.0719978,0.0017845,0
7300000,Libythea,Olyras,0,0.171494,-0.0207737,0.000911363,0
7300000,Olyras,Thyridia,53.1153,0.186278,-0.0455577,0.00473897,0
7300000,Lyela,Narope,33.1095,0.553422,-0.0611619,0.000980434,0
7320000,Libythea,Olyras,0,0.26364,-0.0247274,0.00875101,0
7320000,Olyras,Mechanitis,59.158,0.588875,-0.0770405,0.0426132,0
7320000,Dryadula,NA,76.6962,0.1028,-0.090196,0.409761,0
7320000,Lyela,Narope,31.9169,0.574866,-0.0597645,0.00396439,0
7340000,Libythea,Olyras,0,0.157866,-0.0215638,0.000400137,0
7340000,Olyras,Mechanitis,61.136,0.599884,-0.109033,0.00620203,0
7340000,Lyela,Steroma,41.9386,0.517955,-0.0721578,0.00684854,0
7360000,Libythea,Olyras,0,0.19898,-0.0229764,0.000278028,0
7360000,Olyras,Mechanitis,61.6686,0.521866,-0.107871,0.000362283,0
7360000,Boloria,NA,87.8479,0.0887145,-0.148,0.145263,0
7360000,Lyela,Steroma,39.3143,0.558001,-0.0695644,0.011677,0
7380000,Libythea,Olyras,0,0.177092,-0.0223512,0.000279665,0
7380000,Olyras,Hyposcada,62.9545,0.426726,-0.0894684,0.0231497,0
7380000,Lyela,Narope,33.0772,0.531603,-0.052248,0.0147044,0
7400000,Libythea,Olyras,0,0.201979,-0.0248742,0.000896137,0
7400000,Olyras,Mechanitis,58.8742,0.458662,-0.0849645,0.0138551,0
7400000,Calinaga,NA,42.9447,0.114578,-0.0910345,0.0795762,0
7400000,Lyela,Steroma,36.9754,0.376515,-0.0541802,0.0151619,0
7420000,Libythea,Olyras,0,0.351217,-0.0297791,0.00317886,0
7420000,Olyras,Mechanitis,61.7187,0.595728,-0.113016,0.00101888,0
7420000,Phalanta,NA,92.7093,0.066813,-0.0102353,0.479618,0
7420000,Calinaga,NA,71.8356,0.0894828,-0.0586976,0.263389,0
7420000,Lyela,Narope,31.2599,0.523952,-0.0611301,0.00247224,0
7440000,Libythea,Olyras,0,0.247336,-0.0266199,0.00192595,0
7440000,Hyposcada,Epityches,68.888,0.808832,-0.187907,0.00624684,0
7440000,Lyela,Steroma,41.5712,0.467744,-0.071329,0.00546205,0
7460000,Libythea,Olyras,0,0.300818,-0.0274073,0.00321679,0
7460000,Hyposcada,Epityches,69.2272,0.817249,-0.191788,0.00443877,0
7460000,Lyela,Steroma,41.4553,0.451734,-0.0646061,0.00886078,0
7480000,Libythea,Olyras,0,0.210939,-0.0237268,0.000726414,0
7480000,Libythea,Libytheana,18.4959,0.046684,0.0637175,0.125205,0
7480000,Olyras,Mechanitis,61.6925,0.627104,-0.15337,0.000929151,0
7480000,Hamanumida,NA,90.7723,0.135192,0.00303693,0.212062,0
7480000,Lyela,Steroma,40.4138,0.3424,-0.0562349,0.00743367,0
7500000,Libythea,Olyras,0,0.293249,-0.0283643,0.00238029,0
7500000,Olyras,Hyposcada,62.0554,0.711626,-0.118613,0.00448324,0
7500000,Lyela,Steroma,40.9411,0.456622,-0.0726932,5.66157e-05,0
7520000,Libythea,Olyras,0,0.183986,-0.0223562,0.000482211,0
7520000,Olyras,Mechanitis,60.5647,0.42939,-0.0699513,0.0388375,0
7520000,Lyela,Narope,24.4583,0.64486,-0.0527432,0.00278106,0
7540000,Libythea,Olyras,0,0.292036,-0.029451,0.00142592,0
7540000,Olyras,Mechanitis,59.8198,0.485534,-0.102033,0.0154335,0
7540000,Lyela,Steroma,41.7032,0.364621,-0.0618105,0.00102306,0
7560000,Libythea,Olyras,0,0.17425,-0.0217051,0.000634262,0
7560000,Hyposcada,Epityches,68.6424,0.621652,-0.142153,0.0167761,0
7560000,Lyela,Steroma,41.9634,0.290086,-0.0577527,0.00593323,0
7580000,Libythea,Olyras,0,0.213641,-0.0236261,0.00748495,0
7580000,Olyras,Mechanitis,61.1868,0.482913,-0.101033,0.0135091,0
7580000,Lyela,Steroma,38.5822,0.357852,-0.0641335,1.86583e-05,0
7600000,Libythea,Olyras,0,0.196491,-0.0234887,0.00158448,0
7600000,Olyras,Hyposcada,62.6847,0.833167,-0.132424,0.0126829,0
7600000,Lyela,Steroma,40.9591,0.560075,-0.0719685,0.00709911,0
7620000,Libythea,Olyras,0,0.265816,-0.0254068,0.00104156,0
7620000,Olyras,Mechanitis,59.1145,0.655966,-0.12161,0.00190365,0
7620000,Salamis,NA,91.5981,0.194915,0.0674069,0.138812,0
7620000,Lyela,Steroma,40.8652,0.55191,-0.0802838,0.00407758,0
7640000,Libythea,Olyras,0,0.292194,-0.0268119,0.00771924,0
7640000,Olyras,Mechanitis,60.9262,0.690996,-0.107154,0.00905681,0
7640000,Lyela,Steroma,40.8601,0.504885,-0.0776893,4.643e-05,0
7660000,Libythea,Olyras,0,0.265668,-0.0273817,3.54079e-05,0
7660000,Olyras,Mechanitis,61.2974,0.454909,-0.0930392,0.0299557,0
7660000,Lyela,Steroma,39.4375,0.338706,-0.0607788,0.00111867,0
7680000,Libythea,Olyras,0,0.156108,-0.0196182,0.0050389,0
7680000,Olyras,Mechanitis,59.12,0.633815,-0.101344,0.0194838,0
7680000,Lyela,Narope,32.5025,0.39651,-0.0574434,0.00224863,0
7700000,Libythea,Olyras,0,0.194168,-0.0222681,0.000268042,0
7700000,Olyras,Mechanitis,61.5926,0.634887,-0.125168,0.00259029,0
7700000,Lyela,Narope,30.7474,0.531937,-0.0578833,0.000807365,0
7720000,Libythea,Olyras,0,0.222352,-0.0229651,0.00190284,0
7720000,Olyras,Mechanitis,59.5015,0.639519,-0.0990436,0.000303111,0
7720000,Lyela,Narope,32.8005,0.429805,-0.0538243,0.00303993,0
7740000,Libythea,Olyras,0,0.207394,-0.0230782,0.0104486,0
7740000,Olyras,Mechanitis,61.6337,0.50087,-0.104394,0.00574241,0
7740000,Moneuptychia,NA,93.8867,0.308785,-0.250683,0.0398817,0
7740000,Lyela,Narope,31.9877,0.452956,-0.0560237,0.00107511,0
7760000,Libythea,Olyras,0,0.287362,-0.0275955,0.000459958,0
7760000,Libythea,Libytheana,12.7076,0.0350568,0.0260817,0.105329,0
7760000,Olyras,Mechanitis,61.4437,0.911818,-0.146077,0.00900032,0
